recipe_id,recipe_name,recipe_author,recipe_prepare_time,recipe_cook_time,recipe_serving_size,recipe_dietary_info,recipe_ingredients_only,recipe_ingredients_raw,recipe_method,recipe_type,recipe_url
10,"Air fryer apple, pear and raspberry crumble ",Bianca Nice,less than 30 mins,10 to 30 mins,Serves 4,"['Pregnancy-friendly', 'Vegetarian']","['Bramley apples', 'pears', 'brown sugar', 'orange', 'raspberries', 'oats', 'plain flour', 'ground almonds', 'butter', 'sea salt', 'amaretti', 'brown sugar']","['3 Bramley apples, peeled, cored and roughly chopped', '2 ripe pears, peeled, cored and sliced', '1 tbsp brown sugar', '1 orange, grated zest and juice', '150g/5Â½oz fresh raspberries', '40g/1Â½oz rolled oats ', '60g/2Â¼oz plain flour ', '60g/2Â¼oz ground almonds', '60g/2Â¼oz butter, cubed', 'pinch sea salt', '6 amaretti biscuits, finely crushed', '40g/1Â½oz soft brown sugar']","['Preheat the air fryer to 180C.', 'Put the apples, pears, sugar, orange zest and juice into a heatproof dish that fits into your air fryer, about 18cm/7in in diameter. Mix together, then air-fry for 15 minutes, stirring a couple of times during cooking. Stir through the raspberries.', 'To make the topping, put the oats, flour, ground almonds and butter into a bowl with a pinch of sea salt and rub together to incorporate the butter. Stir through the amaretti crumbs and sugar, then sprinkle this mixture over the fruit.', 'Cook in the air fryer for 10 minutes. Serve with a dollop of crÃ¨me fraÃ®che, ice cream or custard.']",Desserts,www.bbc.co.uk/food/recipes/air_fryer_apple_pear_and_68887
11,Air fryer apple-topped cake ,Jules Mercer,less than 30 mins,30 mins to 1 hour,Serves 8,"['Nut-free', 'Pregnancy-friendly', 'Vegetarian']","['butter', 'caster sugar', 'self-raising flour', 'eggs', 'milk', 'apples', 'brown sugar', 'icing sugar', 'double cream']","['150g/5Â½oz unsalted butter, softened', '150g/5Â½oz caster sugar', '200g/7oz self-raising flour', '2 large free-range eggs', '2 tbsp milk (full-fat or skimmed)', '2 small red apples, cored, cut in half and finely sliced into half moons', '2 tsp light brown sugar', 'icing sugar, for dusting', 'double cream, to serve (optional)']","['Line a 20cm/8in round cake tin (or a cake tin that will fit inside the air fryer) with greaseproof paper. ', 'Whisk the butter, caster sugar, flour, eggs and milk in a large bowl using an electric whisk or in a stand mixer. Mix on a medium speed for a few minutes until well combined. Heat the air fryer to 160C.', 'Pour the batter into the tin and arrange the apple slices on top in concentric circles. Sprinkle over the brown sugar to finish. ', 'Bake for 30 minutes (use the dessert or cake setting if there is one). Then reduce the temperature to 150C and bake for a further 5â\x80\x936 minutes, or until cooked through. (These timings work for a 20cm/8in cake tin â\x80\x93 if using a smaller tin, you may need to adjust the timings. Start with 5 minutes more baking time and then test to see if it is done. See Recipe Tip.) ', 'Remove from the air fryer, leave to cool for a few minutes and then remove the cake from the tin. Allow to cool then dust with the icing sugar. Slice and serve with the cream, if using.']",Cakes and baking,www.bbc.co.uk/food/recipes/air_fryer_apple-topped_28871
12,Air fryer aubergine parmigiana,Jules Mercer,less than 30 mins,30 mins to 1 hour,Serves 4,"['Egg-free', 'Nut-free', 'Pregnancy-friendly', 'Vegetarian']","['aubergines', 'mozzarella', 'olive oil', 'oregano', 'passata', 'breadcrumbs', 'basil', 'Parmesan', 'sea salt', 'bread']","['2 aubergines, sliced into 2cm/Â¾in thick slices', '150g/5Â½oz ball mozzarella, drained', '2 tbsp olive oil', 'pinch dried oregano', '150g/5Â½oz passata', '20g/Â¾oz fresh breadcrumbs', '10g/â\x85\x93oz fresh basil leaves (optional)', '25g/1oz Parmesan or vegetarian hard cheese, finely grated', 'sea salt', 'crusty bread and green salad, to serve']","['Lay the aubergine slices on a board and sprinkle over a good pinch of sea salt. Rub into the aubergine and set aside for 10 minutes.', 'Meanwhile, tear up the mozzarella for the topping and place the torn bits on kitchen paper. Set aside while you prepare the rest of the dish.', 'Preheat the air fryer to 200C.', 'Dry the aubergine with a little kitchen paper and brush off the salt. Rub each piece of aubergine with a little olive oil on both sides. Air-fry the aubergine slices in single layers for 10 minutes, turning halfway through the cooking time (two batches should work).', 'Meanwhile, stir the dried oregano into the passata. ', 'To layer up the parmigiana, spread the breadcrumbs over the base of a 20cm/8in round ovenproof dish (see Recipe Tip). Spoon over 2 tablespoons of the passata sauce. ', 'Spread over half the aubergine slices and tear over half the basil leaves, if using. Spoon over half of the remaining passata sauce, then top with half of the mozzarella and half of the Parmesan. ', 'Add the remaining aubergine, torn basil, then the passata and finally the remaining mozzarella and Parmesan.', 'Reduce the air fryer to 180C, then cook the layered parmigiana for 12â\x80\x9315 minutes until the cheese is golden and bubbling. Remove and allow to stand for 5 minutes before serving. ', 'Serve with crusty bread to mop up the juices and a green salad.']",Main course,www.bbc.co.uk/food/recipes/air_fryer_aubergine_96744
13,Air fryer baked cheesecake,Poppy O'Toole,overnight,30 mins to 1 hour,Serves 8â10,"['Nut-free', 'Pregnancy-friendly', 'Vegetarian']","['digestive biscuits', 'butter', 'cream cheese', 'soured cream', 'eggs', 'sugar', 'lemon', 'vanilla bean paste', 'cornflour']","['250g/9oz digestive biscuits', '75g/2Â½oz unsalted butter', '600g/1lb 5oz full-fat cream cheese', '300g/10Â½oz soured cream', '3 whole free-range eggs, plus 1 yolk', '250g/9oz golden caster sugar', '1 lemon, zest only', 'Â½ tsp vanilla bean paste', '3 tbsp cornflour']","['Line the base of a 20cm/8in springform tin with greaseproof paper, or use whatever size springform tin fits inside your air fryer. Wrap the base and sides of the tin with kitchen foil to prevent any leakages.', 'Blend the biscuits in a food processor until fine. Melt the butter in a small saucepan then stir in the crushed biscuits. Press the mixture evenly into the bottom of the tin and place in the fridge for about 30 minutes, until firm.', 'Heat the air fryer to 140C. In a large bowl, beat the cream cheese, soured cream, eggs, egg yolk, sugar, lemon zest and vanilla until combined. Fold in the cornflour.', 'Pour the mixture into the tin and smooth it out evenly. Carefully place the tin in the air fryer basket and bake the cheesecake for 45â\x80\x9360 minutes, until just set (but decrease the cooking time if youâ\x80\x99re using a smaller tin). ', 'Turn off the air fryer, open the drawer a little and leave the cheesecake to cool before removing. Once cool, chill in the fridge (or overnight if you can wait that long) before serving.']",Cakes and baking,www.bbc.co.uk/food/recipes/air_fryer_baked_10460
14,Air fryer baked eggs,Philippa Davis,less than 30 mins,10 to 30 mins,Makes 4,['Gluten-free'],"['butter', 'eggs', 'double cream', 'black pepper', 'cherry tomatoes', 'bacon', 'cheddar', 'spinach', 'olives', 'feta', 'yoghurt', 'pepper', 'chilli', 'cumin', 'parsley']","['2 tsp softened butter, for greasing', '4 medium free-range eggs', '4 tbsp double cream ', 'salt and freshly ground black pepper', '4 cherry tomatoes, cut into quarters ', '2 rashers cooked smoked streaky bacon, cut into small pieces ', '4 tsp grated cheddar', '12 leaves baby spinach, finely shredded ', '8 black olives, de-stoned and roughly chopped', '4 tbsp crumbled feta', '4 tbsp Greek-style or natural yoghurt', '4 tbsp finely chopped pepper (any colour) ', '4 pinches dried red chilli flakes ', '4 pinches ground cumin ', '1 tsp finely shredded fresh parsley, to be sprinkled after cooking']","['Preheat the air fryer to 150C. Lightly grease the inside of four 120ml/4oz ramekins with the butter.', 'Crack an egg into each ramekin, making sure the yolk stays whole. Spoon 1 tablespoon of cream over the egg white â\x80\x93 it doesnâ\x80\x99t matter if it spreads a little onto the yolk. ', 'If using a topping, add your chosen ingredients now, dividing the quantities listed above equally between the four ramekins. Each topping recipe is enough for four eggs.', 'For the basic eggs, bake in the air fryer for 7â\x80\x9310 minutes, or until the whites are just set and the yolk is cooked to your liking. For eggs with added toppings, bake for 12â\x80\x9315 minutes.  ', 'Season with salt and freshly ground black pepper to serve.']",Brunch,www.bbc.co.uk/food/recipes/air_fryer_baked_eggs_07431
15,Air fryer baked potato,Sarah Cook,less than 30 mins,30 mins to 1 hour,Serves 1,"['Egg-free', 'Nut-free', 'Pregnancy-friendly', 'Vegetarian']","['potato', 'cheddar', 'tomato', 'pepper', 'avocado', 'avocado', 'lime', 'seeds', 'baked beans', 'curry powder', 'yoghurt']","['1 baking potato (see recipe tips and weigh before cooking), scrubbed and dried', 'light rapeseed, vegetable or sunflower oil', 'salt and freshly ground black pepper', 'small handful grated cheddar ', '1 ripe tomato, diced', 'few green jalapeÃ±o pepper slices from a jar', '1 small, ripe avocado (or a few frozen avocado slices)', 'Â½ lime or lemon, juice only', 'handful mixed seeds, dukkah, zaâ\x80\x99atar or chilli flakes', '227g tin baked beans', 'Â½ tsp curry powder', 'natural yoghurt and lime pickle (optional), to serve']","['Rub the potato all over with a little oil. If you like, rub a little salt over the skin â\x80\x93 this will help give a crispier finish.', 'Put the potato in the air fryer and turn to 200C (you donâ\x80\x99t want to preheat, to avoid burning the skin before the inside is cooked.) Air-fry for 20 minutes, then turn the potato over. A small potato will take another 20 minutes or so, a large one another 25â\x80\x9330 minutes.', 'Check the middle is soft by poking a table knife into the centre â\x80\x93 it should slide in easily. If itâ\x80\x99s not quite done, continue to cook for a minute at a time. ', 'For the cheddar and jalapeÃ±o topping, mix the cheese, tomato and jalapeÃ±o slices, split the potato and spoon the cheese mixture on top.', 'For the smashed avocado topping, mash the avocado with the lime or lemon juice, salt and pepper. Split the potato, spoon in the avocado mixture and scatter with the seeds or your choice of seasoning.', 'For the curried beans topping, heat the beans with the curry powder until hot but not boiling. Split the potato and pile on the beans. Top with dollops of yoghurt and lime pickle, if using.']",Light meals & snacks,www.bbc.co.uk/food/recipes/air_fryer_baked_potato_70880
16,Air fryer beef tacos,Nathan Anthony,less than 30 mins,10 to 30 mins,Makes 8 tacos,"['Dairy-free', 'Egg-free', 'Nut-free', 'Pregnancy-friendly']","['steak', 'vegetable oil', 'seasoning', 'lime', 'wraps', 'lime', 'pomegranate', 'basil', 'olive oil', 'garlic', 'chilli', 'cherry tomatoes', 'black pepper']","['500g/1lb 2oz rump or sirloin steak, cut into strips or small chunks', '1 tsp vegetable oil ', '1 tbsp Cajun seasoning ', '1 lime, juice only', '8 small soft tortilla wraps', 'lime wedges, to serve', 'pomegranate seeds, to serve (optional)', 'handful fresh basil ', '3 tbsp olive oil', '2 garlic cloves, crushed', '1 red chilli, seeds removed, chopped', 'handful cherry tomatoes, finely chopped ', 'salt and freshly ground black pepper']","['Preheat the air fryer to 200C. ', 'Coat the steak in the oil, Cajun seasoning and lime juice. Air-fry the steak for 6 minutes then shake the air fryer basket and cook for a further 2 minutes.', 'Meanwhile, to make the dressing, combine all the ingredients in a bowl.', 'Wrap the tortillas in foil and add to the air fryer for 2 minutes to warm through. Alternatively, char them over a gas hob.', 'Add the steak to the tortillas and top with the dressing. Serve with lime wedges to squeeze over. If you like, sprinkle over some pomegranate seeds for a fresh, juicy contrast.']",Light meals & snacks,www.bbc.co.uk/food/recipes/air_fryer_beef_and_basil_77930
17,Air fryer blueberry baked oats ,Silvana Franco,less than 30 mins,10 to 30 mins,Serves 4,"['Nut-free', 'Pregnancy-friendly', 'Vegetarian']","['eggs', 'milk', 'honey', 'porridge', 'baking powder', 'salt', 'blueberries', 'yoghurt']","['2 free-range eggs', '400ml/14fl oz milk', '4 tbsp runny honey or maple syrup', '200g/7oz porridge oats', '2 tsp baking powder', 'large pinch salt', '100g/3Â½oz fresh blueberries or any frozen berries', 'plain yoghurt, to serve (optional)']","['Beat together the eggs, milk and honey in a large bowl. Add the oats, baking powder and salt to the bowl, stirring until well mixed. If you have time, leave to sit for 5â\x80\x9310 minutes so the oats can soak up the milk. Preheat the air fryer to 175C.  ', 'Divide the mixture between four small heatproof dishes or 150ml/5fl oz ramekins and then scatter over the blueberries. ', 'Air fry for 10â\x80\x9312 minutes until golden and set. Serve warm or chilled, topped with a spoonful of yoghurt, if using.']",Brunch,www.bbc.co.uk/food/recipes/air_fryer_baked_79434
18,Air fryer broccoli with chilli and garlic,Jules Mercer,less than 30 mins,less than 10 mins,Serves 4,"['Egg-free', 'Gluten-free', 'Nut-free', 'Pregnancy-friendly', 'Vegetarian']","['broccoli', 'olive oil', 'balsamic vinegar', 'honey', 'garlic', 'chilli', 'Parmesan']","['1 head broccoli, cut into florets', 'olive oil spray', '1 tbsp balsamic vinegar', '1 tsp honey', '1 garlic clove, thinly sliced', '1 red chilli, thinly sliced (remove seeds for less heat)', 'a few gratings Parmesan or vegetarian hard cheese, to serve']","['Preheat the air fryer to 180C. ', 'Lay the broccoli over the base of the air fryer like a carpet and spray all over with olive oil, then cook for 4 minutes.', 'Mix together the balsamic, honey garlic and chilli in a bowl. Remove the air fryer drawer and sprinkle over the garlic, chilli and balsamic and honey mixture, then cook for another 4 minutes.', 'Serve warm or cold with the Parmesan grated over.']",Side dishes,www.bbc.co.uk/food/recipes/air_fryer_broccoli_with_88291
19,Air fryer cauliflower and chickpea salad with tahini dressing ,Shelina Permalloo,less than 30 mins,10 to 30 mins,Serves 2,"['Dairy-free', 'Egg-free', 'Gluten-free', 'Healthy', 'Nut-free', 'Pregnancy-friendly', 'Vegetarian']","['chickpeas', 'garlic', 'paprika', 'oil', 'cauliflower', 'black pepper', 'mint', 'pomegranate', 'tahini', 'lemon', 'garlic', 'honey', 'sumac']","['400g tin chickpeas, drained and rinsed', '1 tbsp garlic powder ', '1 tbsp paprika ', 'vegetable oil spray ', 'Â½ cauliflower, chopped into florets and leaves retained', 'salt and freshly ground black pepper ', '2 tbsp fresh mint, leaves picked, to garnish', '1 tbsp pomegranate seeds, to garnish', '2 tbsp tahini ', '4 tbsp freshly boiled water from a kettle ', 'Â½ lemon, juice only', '1 garlic clove, crushed', '1 tbsp runny honey', 'Â½ tsp sumac ']","['To make the cauliflower and chickpeas, preheat the air fryer to 180C. ', 'Spray the chickpeas with the oil, add half of the garlic powder and half of the paprika and give it a good stir to coat them evenly. Season with salt and pepper, and pop them into the air fryer to cook for 12 minutes. ', 'Spray the cauliflower and cauliflower leaves with oil and add the remaining garlic powder and paprika. Season with salt and pepper and air-fry for 8 minutes. ', 'Meanwhile, to make the dressing, place all of the ingredients except the salt in a sealed container or bottle and shake together until emulsified. Season with salt to taste. (You can always add a bit more water if the dressing thickens up too much.)', 'To assemble, transfer the cauliflower, cauliflower leaves and the chickpeas to a serving plate. Pour over the dressing and then garnish with the mint and pomegranate. Serve immediately. ']",Main course,www.bbc.co.uk/food/recipes/roast_cauliflower_and_30933
20,Air fryer cauliflower tikka,Jules Mercer,less than 30 mins,10 to 30 mins,Serves 4â6 as a snack,"['Egg-free', 'Gluten-free', 'Nut-free', 'Pregnancy-friendly', 'Vegetarian']","['garam masala', 'paprika', 'turmeric', 'yoghurt', 'cornflour', 'lemon', 'honey', 'cauliflower', 'vegetable oil', 'mango chutney']","['2 tsp garam masala', '1 tsp paprika', 'Â¼ tsp ground turmeric', '150g/5Â½oz Greek-style yoghurt', '1 heaped tbsp cornflour', '1 lemon, juice only', '1 tsp honey', '1 head of cauliflower, broken into small florets', '1 tsp sunflower or vegetable oil', 'mango chutney']","['In a large bowl, mix together the garam masala, paprika, turmeric, yoghurt, cornflour, lemon juice and honey. Toss the cauliflower florets into this mixture and set aside to marinate for 10 minutes.', 'Preheat the air fryer to 190C.', 'Drizzle over 1 tsp oil and cook the cauliflower florets in single layers, for 12â\x80\x9315 minutes a time. The larger the florets, the more time they will take. You may need to do this in batches. ', 'Serve the cauliflower with the mango chutney alongside. ']",Light meals & snacks,www.bbc.co.uk/food/recipes/air_fryer_cauliflower_34745
21,Air fryer cauliflower ‘wings’,Sarah Cook,less than 30 mins,10 to 30 mins,Serves 4,"['Dairy-free', 'Egg-free', 'Pregnancy-friendly', 'Vegan', 'Vegetarian']","['cauliflower', 'cauliflower', 'plain flour', 'baking powder', 'paprika', 'oil', 'yoghurt', 'garlic', 'lemon', 'lemon', 'herbs']","['1 smallâ\x80\x93medium cauliflower, cut the cauliflower into florets, approx. 4â\x80\x936cm/1Â½â\x80\x932Â½in, save the stalk and leaves for another recipe', '125g/4Â½oz plain flour', '1 tsp baking powder', '1 tsp paprika', 'cooking oil spray', '2â\x80\x933 tbsp buffalo hot sauce (check that itâ\x80\x99s vegan)', 'salt and freshly ground black pepper', '175g/6oz unsweetened oat-based yoghurt ', '1 small garlic clove, crushed or finely grated', '1 lemon, zest only, plus juice of Â½ lemon', '3 tbsp finely chopped fresh herbs, such as coriander, chives, dill, mint â\x80\x93 or a mix']","['Preheat the air fryer to 200C.', 'Put the flour, baking powder and paprika in a bowl with some salt and pepper. Whisk in 150ml/Â¼ pint cold water to make a thick batter. Dip the cauliflower florets in to coat them and set aside on a plate. ', 'Spray the air fryer basket with oil, then add the florets in a single layer (they can be touching: you can break them apart after cooking). Spray the tops with more oil and air-fry for 10 minutes, or until golden brown and crispy but cooked through. (You may need to cook in two batches.)', 'Meanwhile, make the dip. Mix the yoghurt, garlic, lemon zest and juice together in a bowl, then stir in the chopped herbs and season to taste.', 'If you cooked the cauliflower in batches, put all the florets back into the air fryer and heat for 1 minute. ', 'Put 2 tablespoons of the hot sauce into a big bowl. Tip in the hot cauliflower florets and mix to coat all of the pieces. Serve immediately, drizzled with the third tablespoon of hot sauce if you dare, and the cooling dip alongside.']",Starters & nibbles,www.bbc.co.uk/food/recipes/air_fryer_cauliflower_11031
22,Air fryer cheese toastie ,Jules Mercer,less than 30 mins,less than 10 mins,Serves 1,"['Egg-free', 'Nut-free', 'Pregnancy-friendly', 'Vegetarian']","['caster sugar', 'bay leaf', 'mustard seeds', 'dill', 'vegetables', 'white wine vinegar', 'bread', 'butter', 'cheese']","['1 tbsp caster sugar', '1 bay leaf', '1 tsp mustard seeds', '5gâ\x85\x9boz fresh dill, roughly chopped', '200g/7oz vegetables, such as carrots, radishes, celery, fennel or cauliflower, thinly sliced', '120ml/3Â¾fl oz white wine vinegar', '2 slices good quality bread (we used sourdough)', '15g/Â½oz butter', '70g/2Â½oz cheese, grated (such as cheddar, Lancashire, mozzarella, or a mix of your favourites)', 'other fillings of your choice (optional â\x80\x93 see Recipe Tips)']","['If making the pickles, heat the sugar in a small saucepan over a medium heat with 100ml/3Â½fl oz water, the bay leaf, mustard seeds and dill. Bring to a simmer then remove from the heat and stir in the vinegar and sliced vegetables. Placed in an airtight jar, the pickle will keep for up to six weeks in the fridge.', 'To make the cheese toastie, butter each slice of bread well. Turn over, and fill the toastie with your choice of fillings.', 'Sandwich together well, with the buttered part on the outside. Preheat the air fryer to 190C. ', 'Bake for 6â\x80\x938 minutes until the bread is toasted and the cheese has melted. Serve the toastie with the pickles on the side, if you like.']",Light meals & snacks,www.bbc.co.uk/food/recipes/air_fryer_cheese_toastie_49533
23,Air fryer cheesy chicken with bacon,Justine Pattison,less than 30 mins,10 to 30 mins,Serves 1,"['Egg-free', 'Gluten-free', 'Nut-free', 'Pregnancy-friendly']","['chicken breast', 'garlic and herb cream cheese', 'bacon', 'new potatoes', 'sunflower oil', 'rosemary', 'black pepper', 'salad']","['1 chicken breast, boneless, skin removed (around 150g/5Â½oz) ', '20g/Â½oz garlic and herb cream cheese ', '2 rashers rindless streaky bacon, preferably dry-cured', '150g/5Â½oz small new potatoes, quartered', '2 tsp sunflower oil, plus extra for greasing', 'pinch dried thyme or rosemary ', 'salt and freshly ground black pepper', 'colourful mixed salad, to serve']","['Put the chicken breast on a board. Using a small sharp knife, carefully cut 5cm/2in into the thickest part of one side to make a pocket, taking care not to cut all the way through. ', 'Push the cheese into the hole and press the opening to close again. Wrap the bacon around the chicken, especially where the opening of the pocket is to prevent the cheese from oozing out. Place on a small sheet of oiled kitchen foil and bring up the sides a little to make a shallow bowl to catch the cooking juices.', 'If necessary, preheat your air fryer at 200C for 3 minutes, or until it reaches temperature. ', 'Toss the potatoes in a bowl with the sunflower oil, herbs, a good pinch of salt and plenty of black pepper. ', 'Put the potatoes in a single layer on one side of the crisper plate, taking care not to overcrowd. Place the chicken breast in its foil on the other side and cook for 7 minutes at 190C. ', 'Turn the chicken and potatoes and cook for a further 6â\x80\x937 minutes, or until the chicken is cooked through and the potatoes are tender, crisp and golden. Leave the drawer open a little to allow the steam to escape. Rest the chicken for 5 minutes.', 'Serve the chicken with the roast new potatoes and a mixed salad, drizzled with any resting juices.']",Main course,www.bbc.co.uk/food/recipes/air_fryer_cheesy_chicken_88892
24,Air fryer chicken bites with sweet and sour sauce,Jules Mercer,less than 30 mins,10 to 30 mins,Serves 4 as a snack,"['Dairy-free', 'Nut-free', 'Pregnancy-friendly']","['chicken breasts', 'plain flour', 'egg', 'panko breadcrumbs', 'oil', 'spring onions', 'pineapple juice', 'brown sugar', 'cider vinegar', 'ketchup', 'soy sauce', 'cornflour']","['2 chicken breasts, cut into 1cm/Â½in bite-size pieces ', '5 tbsp plain flour', '1 large free-range egg, beaten with 1 tbsp whole milk', '80g/2Â¾oz panko breadcrumbs', 'cooking oil spray', '2 spring onions, sliced, to serve', 'salt and freshly ground black pepper', '150ml/Â¼ pint pineapple juice', '40g/1Â½oz light brown sugar', '40ml/1Â½fl oz apple cider vinegar', '2 tbsp tomato ketchup', '1 tbsp low salt soy sauce', '1 tbsp cornflour, mixed to a smooth paste with 2 tbsp of the pineapple juice']","['Preheat the air fryer to 190C.', 'Add the flour to a plate and season with salt and pepper. Place the egg and milk mixture in a small bowl and place the breadcrumbs in a larger bowl. ', 'Toss the chicken pieces first in the flour, then the egg, then finally the breadcrumbs. ', 'Add the coated chicken to the air fryer in batches, spreading out into a single layer and adding a few sprays of cooking oil. Air fry for 8â\x80\x9310 minutes, until crispy and cooked through.', 'While the chicken is cooking, prepare the sauce. Place all the ingredients in a saucepan and bring to the boil, reduce to a simmer and stir constantly for 2â\x80\x933 minutes, until the cornflour has thickened the sauce.', 'Toss the crispy chicken bites in the sweet and sour sauce and top with spring onions to serve.']",Light meals & snacks,www.bbc.co.uk/food/recipes/air_fryer_chicken_bites_48482
25,Air fryer chicken fajitas,Nathan Anthony,less than 30 mins,10 to 30 mins,Serves 2,"['Egg-free', 'Nut-free', 'Pregnancy-friendly']","['chicken breasts', 'pepper', 'pepper', 'chilli', 'vegetable oil', 'garlic', 'cumin', 'paprika', 'seasoning', 'coriander', 'salt', 'wraps', 'guacamole', 'soured cream']","['3 skinless chicken breasts, sliced into strips', '1 red pepper, seeds removed, sliced', '1 yellow pepper, seeds removed, sliced ', '1 red chilli, seeds removed, sliced ', '1 tbsp vegetable oil ', '1 tsp garlic granules', '1 tsp ground cumin ', '1 tbsp paprika ', '1 tsp Cajun seasoning', '1 tsp ground coriander ', 'salt ', '4 tortilla wraps, warmed', '200g/7oz guacamole', '8 tsp soured cream']","['Coat the chicken, peppers and chilli in the oil, spices and salt.', 'Air-fry at 200C for 15 minutes, shaking the air fryer basket twice during this time.', 'Divide the mixture among the wraps, top with guacamole and sour cream and roll up. ', 'Cut in half and serve hot.']",Main course,www.bbc.co.uk/food/recipes/air_fryer_chicken_fajita_38892
26,Air fryer chicken kyiv,Jules Mercer,30 mins to 1 hour,10 to 30 mins,Serves 4,"['Nut-free', 'Pregnancy-friendly']","['butter', 'garlic', 'parsley', 'nutmeg', 'black pepper', 'chicken breasts', 'eggs', 'plain flour', 'panko breadcrumbs', 'olive oil', 'salad', 'lemon']","['80g/2Â¾oz butter, softened ', '1 garlic clove, crushed', '10gâ\x85\x93oz fresh parsley leaves, roughly chopped', 'freshly grated nutmeg, to taste', 'salt and freshly ground black pepper', '4 chicken breasts, the chunkier the better', '2 free-range eggs, beaten', '80g/2Â¾oz plain flour', '100g/3Â½oz panko breadcrumbs', 'olive oil spray', 'salt and freshly ground black pepper', 'green salad', '1 lemon, cut into wedges']","['To make the garlic butter, mix the softened butter in a bowl with the garlic, parsley and nutmeg. Season well with salt and pepper. Wrap the butter in cling film to form a log shape, then place in the freezer until hard, about 20 minutes.', 'To make the chicken kyivs, use a sharp knife to cut a slit into the side of each chicken breast to make a pocket, starting from the thicker end of the breast and cutting down as far as you can go without making any holes. ', 'Slice the garlic butter into 1cm/Â½in-thick pieces, then divide between the chicken breasts and stuff into the pockets. Secure well with a few toothpicks or butcherâ\x80\x99s twine.', 'Preheat the air fryer to 200C.', 'Place the flour on a large plate and season with salt and pepper. Place the breadcrumbs on another plate. Place the beaten eggs in a shallow bowl.', 'Dip the chicken breasts in the flour, egg and finally the panko breadcrumbs. Spray the crumbed breasts all over with the olive oil spray, then place in the air fryer to bake for 20 minutes.', 'Serve with a green salad and a big wedge of lemon. ']",Main course,www.bbc.co.uk/food/recipes/air_fryer_chicken_kyiv_98492
